/root/workspace/UIE/datasets/UIEB_Dataset/405_img_.png,OURS,0.4289,1.1622,7.7401
/root/workspace/UIE/datasets/UIEB_Dataset/15094.png,OURS,0.4166,1.2658,7.7015
/root/workspace/UIE/datasets/UIEB_Dataset/566_img_.png,OURS,0.3934,1.2949,7.4704
/root/workspace/UIE/datasets/UIEB_Dataset/191_img_.png,OURS,0.4149,1.4385,7.6116
/root/workspace/UIE/datasets/UIEB_Dataset/652_img_.png,OURS,0.3985,1.5846,7.6941
/root/workspace/UIE/datasets/UIEB_Dataset/1573.png,OURS,0.4822,0.6606,7.5341
/root/workspace/UIE/datasets/UIEB_Dataset/684_img_.png,OURS,0.4266,1.8639,7.7846
/root/workspace/UIE/datasets/UIEB_Dataset/258_img_.png,OURS,0.4406,1.3406,7.8019
/root/workspace/UIE/datasets/UIEB_Dataset/847_img_.png,OURS,0.4199,0.6389,7.5782
/root/workspace/UIE/datasets/UIEB_Dataset/449_img_.png,OURS,0.4318,0.8596,7.484
/root/workspace/UIE/datasets/UIEB_Dataset/73_img_.png,OURS,0.4065,1.3043,7.6956
/root/workspace/UIE/datasets/UIEB_Dataset/843_img_.png,OURS,0.374,1.3369,7.5354
/root/workspace/UIE/datasets/UIEB_Dataset/488_img_.png,OURS,0.4108,1.1314,7.0997
/root/workspace/UIE/datasets/UIEB_Dataset/424_img_.png,OURS,0.393,1.328,7.4402
/root/workspace/UIE/datasets/UIEB_Dataset/919_img_.png,OURS,0.4307,1.3459,7.731
/root/workspace/UIE/datasets/UIEB_Dataset/377_img_.png,OURS,0.3928,1.1355,7.4749
/root/workspace/UIE/datasets/UIEB_Dataset/202_img_.png,OURS,0.3807,1.2264,7.3744
/root/workspace/UIE/datasets/UIEB_Dataset/560_img_.png,OURS,0.4163,1.1179,7.3287
/root/workspace/UIE/datasets/UIEB_Dataset/734_img_.png,OURS,0.4405,1.3093,7.1292
/root/workspace/UIE/datasets/UIEB_Dataset/25_img_.png,OURS,0.4017,1.308,7.6189
/root/workspace/UIE/datasets/UIEB_Dataset/519_img_.png,OURS,0.4078,0.9701,7.5545
/root/workspace/UIE/datasets/UIEB_Dataset/2882.png,OURS,0.4311,1.2113,7.6221
/root/workspace/UIE/datasets/UIEB_Dataset/136_img_.png,OURS,0.3981,0.9988,7.3856
/root/workspace/UIE/datasets/UIEB_Dataset/871_img_.png,OURS,0.4135,1.4013,7.7063
/root/workspace/UIE/datasets/UIEB_Dataset/837.png,OURS,0.4443,0.9681,7.6781
/root/workspace/UIE/datasets/UIEB_Dataset/11374.png,OURS,0.3943,0.9281,7.0151
/root/workspace/UIE/datasets/UIEB_Dataset/268_img_.png,OURS,0.4188,0.9543,7.459
/root/workspace/UIE/datasets/UIEB_Dataset/754_img_.png,OURS,0.3879,1.4358,7.6318
/root/workspace/UIE/datasets/UIEB_Dataset/539.png,OURS,0.433,1.2806,7.7966
/root/workspace/UIE/datasets/UIEB_Dataset/1491.png,OURS,0.4409,0.9826,7.6516
/root/workspace/UIE/datasets/UIEB_Dataset/460_img_.png,OURS,0.4059,1.1057,7.5246
/root/workspace/UIE/datasets/UIEB_Dataset/1957.png,OURS,0.4227,1.4447,7.6798
/root/workspace/UIE/datasets/UIEB_Dataset/416_img_.png,OURS,0.4342,1.3311,7.5299
/root/workspace/UIE/datasets/UIEB_Dataset/422_img_.png,OURS,0.4211,1.1074,7.4741
/root/workspace/UIE/datasets/UIEB_Dataset/341_img_.png,OURS,0.4216,0.9884,7.6797
/root/workspace/UIE/datasets/UIEB_Dataset/6820.png,OURS,0.3898,0.7454,7.1594
/root/workspace/UIE/datasets/UIEB_Dataset/750_img_.png,OURS,0.4183,1.2267,7.6614
/root/workspace/UIE/datasets/UIEB_Dataset/585_img_.png,OURS,0.4174,1.3579,7.6847
/root/workspace/UIE/datasets/UIEB_Dataset/700_img_.png,OURS,0.4534,1.4765,7.6969
/root/workspace/UIE/datasets/UIEB_Dataset/554_img_.png,OURS,0.4292,1.2443,7.7178
/root/workspace/UIE/datasets/UIEB_Dataset/121_img_.png,OURS,0.4249,1.0509,7.8728
/root/workspace/UIE/datasets/UIEB_Dataset/457_img_.png,OURS,0.4443,1.2694,7.7502
/root/workspace/UIE/datasets/UIEB_Dataset/636_img_.png,OURS,0.4371,1.4364,7.7268
/root/workspace/UIE/datasets/UIEB_Dataset/440_img_.png,OURS,0.394,0.8366,7.4995
/root/workspace/UIE/datasets/UIEB_Dataset/407_img_.png,OURS,0.4558,0.8705,7.8223
/root/workspace/UIE/datasets/UIEB_Dataset/29_img_.png,OURS,0.4171,1.5903,7.5696
/root/workspace/UIE/datasets/UIEB_Dataset/524_img_.png,OURS,0.4131,1.0017,7.4343
/root/workspace/UIE/datasets/UIEB_Dataset/661_img_.png,OURS,0.4566,1.3179,7.721
/root/workspace/UIE/datasets/UIEB_Dataset/687_img_.png,OURS,0.3894,0.6122,7.4634
/root/workspace/UIE/datasets/UIEB_Dataset/633_img_.png,OURS,0.4336,1.3873,7.7319
/root/workspace/UIE/datasets/UIEB_Dataset/728_img_.png,OURS,0.4185,1.2399,7.6173
/root/workspace/UIE/datasets/UIEB_Dataset/9547.png,OURS,0.4394,1.1925,7.7496
/root/workspace/UIE/datasets/UIEB_Dataset/312_img_.png,OURS,0.4262,1.3353,7.768
/root/workspace/UIE/datasets/UIEB_Dataset/533_img_.png,OURS,0.4269,1.2135,7.7151
/root/workspace/UIE/datasets/UIEB_Dataset/770_img_.png,OURS,0.4566,2.0899,7.9083
/root/workspace/UIE/datasets/UIEB_Dataset/484_img_.png,OURS,0.414,1.7457,7.7382
/root/workspace/UIE/datasets/UIEB_Dataset/506_img_.png,OURS,0.4021,1.3251,7.3346
/root/workspace/UIE/datasets/UIEB_Dataset/455_img_.png,OURS,0.4155,1.0587,7.6283
/root/workspace/UIE/datasets/UIEB_Dataset/681_img_.png,OURS,0.4316,1.3179,7.77
/root/workspace/UIE/datasets/UIEB_Dataset/86_img_.png,OURS,0.4134,1.0538,7.4384
/root/workspace/UIE/datasets/UIEB_Dataset/489_img_.png,OURS,0.4136,1.3685,7.5256
/root/workspace/UIE/datasets/UIEB_Dataset/366_img_.png,OURS,0.4372,1.3274,7.782
/root/workspace/UIE/datasets/UIEB_Dataset/200_img_.png,OURS,0.4353,1.3968,7.6729
/root/workspace/UIE/datasets/UIEB_Dataset/6062.png,OURS,0.4741,0.6796,7.324
/root/workspace/UIE/datasets/UIEB_Dataset/15704.png,OURS,0.4227,0.9662,7.6932
/root/workspace/UIE/datasets/UIEB_Dataset/176_img_.png,OURS,0.4439,1.8719,7.8391
/root/workspace/UIE/datasets/UIEB_Dataset/61_img_.png,OURS,0.4072,1.0143,7.5608
/root/workspace/UIE/datasets/UIEB_Dataset/690_img_.png,OURS,0.4297,1.6963,7.4943
/root/workspace/UIE/datasets/UIEB_Dataset/22_img_.png,OURS,0.4014,1.2283,7.5968
/root/workspace/UIE/datasets/UIEB_Dataset/273_img_.png,OURS,0.4234,1.2769,7.7264
/root/workspace/UIE/datasets/UIEB_Dataset/23_img_.png,OURS,0.3954,1.3584,7.5429
/root/workspace/UIE/datasets/UIEB_Dataset/598.png,OURS,0.4361,1.0379,7.5465
/root/workspace/UIE/datasets/UIEB_Dataset/432_img_.png,OURS,0.3946,0.9404,7.6132
/root/workspace/UIE/datasets/UIEB_Dataset/730_img_.png,OURS,0.4508,1.2268,7.7376
/root/workspace/UIE/datasets/UIEB_Dataset/111_img_.png,OURS,0.4299,0.321,7.1189
/root/workspace/UIE/datasets/UIEB_Dataset/303_img_.png,OURS,0.4272,1.033,7.7296
/root/workspace/UIE/datasets/UIEB_Dataset/571_img_.png,OURS,0.4241,0.9368,7.706
/root/workspace/UIE/datasets/UIEB_Dataset/12348.png,OURS,0.4103,0.5857,7.4647
/root/workspace/UIE/datasets/UIEB_Dataset/454_img_.png,OURS,0.4261,0.7593,7.6934
/root/workspace/UIE/datasets/UIEB_Dataset/193_img_.png,OURS,0.4448,1.4376,7.7909
/root/workspace/UIE/datasets/UIEB_Dataset/361_img_.png,OURS,0.378,0.7309,7.3311
/root/workspace/UIE/datasets/UIEB_Dataset/210_img_.png,OURS,0.4081,1.4248,7.4625
/root/workspace/UIE/datasets/UIEB_Dataset/686_img_.png,OURS,0.3844,1.166,7.6617
/root/workspace/UIE/datasets/UIEB_Dataset/41_img_.png,OURS,0.4318,1.4172,7.8481
/root/workspace/UIE/datasets/UIEB_Dataset/698_img_.png,OURS,0.4052,1.4617,7.6198
/root/workspace/UIE/datasets/UIEB_Dataset/44_img_.png,OURS,0.4443,1.4959,7.7077
/root/workspace/UIE/datasets/UIEB_Dataset/439_img_.png,OURS,0.366,1.0034,7.4975
/root/workspace/UIE/datasets/UIEB_Dataset/650_img_.png,OURS,0.4213,1.1115,7.3367
/root/workspace/UIE/datasets/UIEB_Dataset/409_img_.png,OURS,0.4076,1.7799,7.6089
/root/workspace/UIE/datasets/UIEB_Dataset/607_img_.png,OURS,0.4133,0.7154,7.7999
/root/workspace/UIE/datasets/UIEB_Dataset/546_img_.png,OURS,0.4156,1.4601,7.6036
/root/workspace/UIE/datasets/UIEB_Dataset/9557.png,OURS,0.405,0.7943,7.5628
/root/workspace/UIE/datasets/UIEB_Dataset/94_img_.png,OURS,0.4309,1.4842,7.6096
/root/workspace/UIE/datasets/UIEB_Dataset/76_img_.png,OURS,0.4059,1.0869,7.4724
/root/workspace/UIE/datasets/UIEB_Dataset/539_img_.png,OURS,0.4401,1.5924,7.6532
/root/workspace/UIE/datasets/UIEB_Dataset/630_img_.png,OURS,0.4359,1.1961,7.7945
/root/workspace/UIE/datasets/UIEB_Dataset/550_img_.png,OURS,0.409,1.4033,7.6067
/root/workspace/UIE/datasets/UIEB_Dataset/778_img_.png,OURS,0.4164,1.6817,7.665
/root/workspace/UIE/datasets/UIEB_Dataset/220_img_.png,OURS,0.4096,1.7654,7.5731
/root/workspace/UIE/datasets/UIEB_Dataset/257_img_.png,OURS,0.3883,1.1037,7.5574
/root/workspace/UIE/datasets/UIEB_Dataset/418_img_.png,OURS,0.3961,1.4403,7.5021
/root/workspace/UIE/datasets/UIEB_Dataset/618_img_.png,OURS,0.4372,1.3077,7.7876
/root/workspace/UIE/datasets/UIEB_Dataset/338_img_.png,OURS,0.4322,0.9476,7.5505
/root/workspace/UIE/datasets/UIEB_Dataset/232_img_.png,OURS,0.4132,1.4348,7.4978
/root/workspace/UIE/datasets/UIEB_Dataset/887_img_.png,OURS,0.426,1.4016,7.757
/root/workspace/UIE/datasets/UIEB_Dataset/763_img_.png,OURS,0.4482,1.9036,7.9157
/root/workspace/UIE/datasets/UIEB_Dataset/8046.png,OURS,0.3665,1.1256,7.0854
/root/workspace/UIE/datasets/UIEB_Dataset/556_img_.png,OURS,0.3802,1.1686,7.3199
/root/workspace/UIE/datasets/UIEB_Dataset/294_img_.png,OURS,0.4367,1.1634,7.2659
/root/workspace/UIE/datasets/UIEB_Dataset/568_img_.png,OURS,0.4225,1.1526,7.4322
/root/workspace/UIE/datasets/UIEB_Dataset/295_img_.png,OURS,0.4206,1.4189,7.4384
/root/workspace/UIE/datasets/UIEB_Dataset/495_img_.png,OURS,0.4392,0.8697,7.7964
/root/workspace/UIE/datasets/UIEB_Dataset/834_img_.png,OURS,0.4223,0.6524,6.9541
/root/workspace/UIE/datasets/UIEB_Dataset/379_img_.png,OURS,0.3993,0.7619,7.1664
/root/workspace/UIE/datasets/UIEB_Dataset/2977.png,OURS,0.4379,1.0439,7.4589
/root/workspace/UIE/datasets/UIEB_Dataset/769_img_.png,OURS,0.405,1.4537,7.5471
/root/workspace/UIE/datasets/UIEB_Dataset/597_img_.png,OURS,0.4126,1.1322,7.752
/root/workspace/UIE/datasets/UIEB_Dataset/417_img_.png,OURS,0.3707,1.0547,7.5157
/root/workspace/UIE/datasets/UIEB_Dataset/794_img_.png,OURS,0.433,1.4214,7.7594
/root/workspace/UIE/datasets/UIEB_Dataset/534_img_.png,OURS,0.464,0.9116,7.814
/root/workspace/UIE/datasets/UIEB_Dataset/391_img_.png,OURS,0.3889,1.228,7.4444
/root/workspace/UIE/datasets/UIEB_Dataset/583_img_.png,OURS,0.3986,1.2001,7.6758
/root/workspace/UIE/datasets/UIEB_Dataset/443_img_.png,OURS,0.429,1.4828,7.8203
/root/workspace/UIE/datasets/UIEB_Dataset/649_img_.png,OURS,0.4262,1.6624,7.6503
/root/workspace/UIE/datasets/UIEB_Dataset/845_img_.png,OURS,0.382,1.1129,7.3771
/root/workspace/UIE/datasets/UIEB_Dataset/39_img_.png,OURS,0.4324,1.6347,7.724
/root/workspace/UIE/datasets/UIEB_Dataset/563_img_.png,OURS,0.4114,1.2151,7.5603
/root/workspace/UIE/datasets/UIEB_Dataset/479_img_.png,OURS,0.3735,1.2907,7.3605
/root/workspace/UIE/datasets/UIEB_Dataset/154_img_.png,OURS,0.4462,1.5308,7.8001
/root/workspace/UIE/datasets/UIEB_Dataset/622_img_.png,OURS,0.426,1.5862,7.6908
/root/workspace/UIE/datasets/UIEB_Dataset/337_img_.png,OURS,0.4202,1.0779,7.4633
/root/workspace/UIE/datasets/UIEB_Dataset/63_img_.png,OURS,0.4338,1.5254,7.7587
/root/workspace/UIE/datasets/UIEB_Dataset/65_img_.png,OURS,0.4264,1.8057,7.694
/root/workspace/UIE/datasets/UIEB_Dataset/243_img_.png,OURS,0.4197,1.6223,7.693
/root/workspace/UIE/datasets/UIEB_Dataset/137_img_.png,OURS,0.4245,1.4504,7.7599
/root/workspace/UIE/datasets/UIEB_Dataset/234_img_.png,OURS,0.431,1.9327,7.6626
/root/workspace/UIE/datasets/UIEB_Dataset/846_img_.png,OURS,0.4254,1.5214,7.6161
/root/workspace/UIE/datasets/UIEB_Dataset/855_img_.png,OURS,0.4115,0.9899,7.6504
/root/workspace/UIE/datasets/UIEB_Dataset/263_img_.png,OURS,0.4446,0.8762,7.6215
/root/workspace/UIE/datasets/UIEB_Dataset/316_img_.png,OURS,0.4147,1.5318,7.5879
/root/workspace/UIE/datasets/UIEB_Dataset/600_img_.png,OURS,0.4272,1.4893,7.8195
/root/workspace/UIE/datasets/UIEB_Dataset/516_img_.png,OURS,0.4148,1.5996,7.5596
/root/workspace/UIE/datasets/UIEB_Dataset/49_img_.png,OURS,0.3985,1.7855,7.4463
/root/workspace/UIE/datasets/UIEB_Dataset/838_img_.png,OURS,0.4309,1.5939,7.7538
/root/workspace/UIE/datasets/UIEB_Dataset/227_img_.png,OURS,0.3899,1.0703,7.6502
/root/workspace/UIE/datasets/UIEB_Dataset/175_img_.png,OURS,0.3988,1.1019,7.5393
/root/workspace/UIE/datasets/UIEB_Dataset/689_img_.png,OURS,0.3654,1.6376,7.5874
/root/workspace/UIE/datasets/UIEB_Dataset/228_img_.png,OURS,0.4404,1.2766,7.7652
/root/workspace/UIE/datasets/UIEB_Dataset/392_img_.png,OURS,0.4472,0.9792,7.5896
/root/workspace/UIE/datasets/UIEB_Dataset/278_img_.png,OURS,0.4067,0.9789,7.5166
/root/workspace/UIE/datasets/UIEB_Dataset/370_img_.png,OURS,0.4123,1.3527,7.5705
/root/workspace/UIE/datasets/UIEB_Dataset/92_img_.png,OURS,0.4435,1.4472,7.6856
/root/workspace/UIE/datasets/UIEB_Dataset/244_img_.png,OURS,0.4276,1.4328,7.473
/root/workspace/UIE/datasets/UIEB_Dataset/797_img_.png,OURS,0.4073,1.4462,7.4389
/root/workspace/UIE/datasets/UIEB_Dataset/10_img_.png,OURS,0.397,0.7547,7.121
/root/workspace/UIE/datasets/UIEB_Dataset/12299.png,OURS,0.3984,0.8716,7.3591
/root/workspace/UIE/datasets/UIEB_Dataset/382_img_.png,OURS,0.4218,1.5949,7.7756
/root/workspace/UIE/datasets/UIEB_Dataset/736_img_.png,OURS,0.4127,1.3483,7.5591
/root/workspace/UIE/datasets/UIEB_Dataset/562_img_.png,OURS,0.4141,0.6745,7.426
/root/workspace/UIE/datasets/UIEB_Dataset/928_img_.png,OURS,0.419,1.2744,7.2685
/root/workspace/UIE/datasets/UIEB_Dataset/848_img_.png,OURS,0.4186,1.6705,7.7726
/root/workspace/UIE/datasets/UIEB_Dataset/445_img_.png,OURS,0.4041,1.5197,7.6448
/root/workspace/UIE/datasets/UIEB_Dataset/446_img_.png,OURS,0.403,1.1342,7.3486
/root/workspace/UIE/datasets/UIEB_Dataset/641_img_.png,OURS,0.3983,0.8249,7.3675
/root/workspace/UIE/datasets/UIEB_Dataset/165_img_.png,OURS,0.4165,1.3975,7.6456
/root/workspace/UIE/datasets/UIEB_Dataset/653_img_.png,OURS,0.4325,1.6255,7.7426
/root/workspace/UIE/datasets/UIEB_Dataset/118_img_.png,OURS,0.4207,1.2401,7.5705
/root/workspace/UIE/datasets/UIEB_Dataset/148_img_.png,OURS,0.4257,1.4491,7.703
/root/workspace/UIE/datasets/UIEB_Dataset/697_img_.png,OURS,0.4191,0.9789,7.5458
